title,publication_year,authors_list,doi,crossref_type,key
"Lower Limb Proprioception in Low Back Pain and Its Relationship With
   Voluntary Postural Control",2024,Oren Tirosh,10.1080/00222895.2024.2341712,journal-article,researchgraph.com/orcid/0000-0002-2281-6399_works_182989450
"Simulated clinical triage of Modified Tardieu Test for Lower Limb
   Spasticity",2024,Oren Tirosh,10.1109/MEMEA60663.2024.10596866,conference-paper,researchgraph.com/orcid/0000-0002-2281-6399_works_182989449
"Gluteus Medius for Individuals with Chronic Ankle Instability: Assessing
   Muscle Activity",2024,Oren Tirosh,10.5114/jhk/190267,journal-article,researchgraph.com/orcid/0000-0002-2281-6399_works_182989437
"Kinematic changes of the trunk and lower limbs during voluntary lateral
   sway postural control in adults with low back pain",2024,Oren Tirosh,10.3389/fbioe.2024.1351913,journal-article,researchgraph.com/orcid/0000-0002-2281-6399_works_182989453
The Design and Validation of an Open-Palm Data Glove for Precision Finger and Wrist Tracking,2025,Oren Tirosh,10.3390/s25020367,journal-article,researchgraph.com/orcid/0000-0002-2281-6399_works_175414770
Exploring Virtual Reality and Exercise Simulator Interventions in Patients With Attention Deficit Hyperactivity Disorder: Comprehensive Literature Review,2025,Oren Tirosh,10.2196/57297,journal-article,researchgraph.com/orcid/0000-0002-2281-6399_works_182988247
Virtual sailing exercise to improve major depressive disorder: A pilot clinical trial protocol,2025,Oren Tirosh,10.1016/j.conctc.2025.101510,journal-article,researchgraph.com/orcid/0000-0002-2281-6399_works_186378819
In-silico neuro-musculoskeletal model demonstrates spasticity progression with descending motor tracts loss in simulated clinical triage,2025,Oren Tirosh,10.1016/j.compbiomed.2025.110270,journal-article,researchgraph.com/orcid/0000-0002-2281-6399_works_183811203
Quantifying Hand Motion Complexity in Simulated Sailing Using Inertial Sensors,2024,Oren Tirosh,10.3390/s24206728,journal-article,researchgraph.com/orcid/0000-0002-2281-6399_works_170190892
Exploring Virtual Reality and Exercise Simulator Interventions in Patients With Attention Deficit Hyperactivity Disorder: Comprehensive Literature Review (Preprint),2024,Oren Tirosh,10.2196/preprints.57297,other,researchgraph.com/orcid/0000-0002-2281-6399_works_176911778
Smartphone Technology to Facilitate Remote Postural Balance Assessment in Acute Concussion Management: Pilot Study,2024,Oren Tirosh,10.3390/s24216870,journal-article,researchgraph.com/orcid/0000-0002-2281-6399_works_170472427
"Changes in physical impairments in femoroacetabular impingement syndrome
   following arthroscopic surgery: a systematic review and meta-analysis",2025,Oren Tirosh,10.1093/jhps/hnaf002,journal-article,researchgraph.com/orcid/0000-0002-2281-6399_works_182989439
Design and Validation of an Open-Palm Data Glove for Precision Finger and Wrist Tracking,2024,Oren Tirosh,10.20944/preprints202412.0429.v1,other,researchgraph.com/orcid/0000-0002-2281-6399_works_173367203
"Smartphone Proprioception for Ankle Navigation (SPAN): Reliability and
   Effect of Position Exposure Time",2025,Oren Tirosh,10.1080/00222895.2024.2416231,journal-article,researchgraph.com/orcid/0000-0002-2281-6399_works_182989440
COVID-19 news consumption and distress in young people: A systematic review,2022,Philip Sumner,10.1016/j.jad.2022.01.007,journal-article,researchgraph.com/orcid/0000-0002-5025-3909_works_154103024
Executive dysfunction in psychosis following traumatic brain injury (PFTBI).,2015,Rachel A Batty,10.1080/13803395.2015.1068279,journal-article,researchgraph.com/orcid/0000-0001-6413-5332_works_22436575
"Who “jumps to conclusions”? A comprehensive assessment of probabilistic reasoning in psychosis following traumatic brain injury (PFTBI), and comparison with TBI, schizophrenia, and nonclinical controls",2016,Rachel A Batty,10.1080/13546805.2015.1127221,journal-article,researchgraph.com/orcid/0000-0001-6413-5332_works_65516029
"Who ""jumps to conclusions""? A comprehensive assessment of probabilistic reasoning in psychosis following traumatic brain injury (PFTBI), and comparison with TBI, schizophrenia, and nonclinical controls",2016,Susan Rossell,10.1080/13546805.2015.1127221,journal-article,researchgraph.com/orcid/0000-0002-7415-8252_works_21986615
A brief neurocognitive assessment of patients with psychosis following traumatic brain injury (PFTBI): Use of the Repeatable battery for the Assessment of Neuropsychological Status (RBANS),2016,Susan Rossell,10.1016/j.psychres.2016.01.062,journal-article,researchgraph.com/orcid/0000-0002-7415-8252_works_95191435
Predicting co-morbid traumatic brain injury and psychosis from neuropsychological profile,2016,Susan Rossell,10.1016/j.schres.2016.02.020,journal-article,researchgraph.com/orcid/0000-0002-7415-8252_works_95191537
Neurophysiological correlates of configural face processing in schizotypy,2014,Susan Rossell,10.3389/fpsyt.2014.00101,journal-article,researchgraph.com/orcid/0000-0002-7415-8252_works_21986651
Psychosis following traumatic brain injury,2013,Susan Rossell,10.1017/BrImp.2013.10,journal-article,researchgraph.com/orcid/0000-0002-7415-8252_works_21986678
"Verbal fluency, clustering, and switching in patients with psychosis following traumatic brain injury (PFTBI)",2015,Susan Rossell,10.1016/j.psychres.2015.03.040,journal-article,researchgraph.com/orcid/0000-0002-7415-8252_works_21986619
Neurophysiological correlates of configural face processing in schizotypy.,2014,Rachel A Batty,10.3389/fpsyt.2014.00101,journal-article,researchgraph.com/orcid/0000-0001-6413-5332_works_22436576
Perception of Empathy in Mental Health Care Through Voice-Based Conversational Agent Prototypes: Experimental Study,2025,Ravi Iyer,10.2196/69329,journal-article,researchgraph.com/orcid/0000-0001-7699-0846_works_179227068
Machine Learning Approach to Identifying Empathy Using the Vocals of Mental Health Helpline Counselors: Algorithm Development and Validation,2025,Ravi Iyer,10.2196/67835,journal-article,researchgraph.com/orcid/0000-0001-7699-0846_works_178312102
Canadian Studies on the Effectiveness of Community Treatment Orders: An Updated Systematic Review of Quantitative Data: Études canadiennes sur l’efficacité des ordonnances de traitement en milieu communautaire : mise à jour d’un examen systématique des données quantitatives,2025,Ravi Iyer,10.1177/07067437251339215,journal-article,researchgraph.com/orcid/0000-0001-7699-0846_works_184097607
How do drug and alcohol use relate to parental bonding and risk perception in university students,2013,Richard Moulding,10.3109/14659891.2012.663452,journal-article,researchgraph.com/orcid/0000-0001-7779-3166_works_24178621
PIP: prototypes-injected prompt for Federated Class Incremental Learning,2024,Ryszard Kowalczyk,10.1145/3627673.3679794,conference-paper,researchgraph.com/orcid/0000-0003-0937-4028_works_171918846
Few-shot continual learning via flat-to-wide approaches,2025,Ryszard Kowalczyk,10.1109/TNNLS.2024.3415048,journal-article,researchgraph.com/orcid/0000-0003-0937-4028_works_162657661
Evening home lighting adversely impacts the circadian system and sleep.,2020,Sean Cain,10.1038/s41598-020-75622-4,journal-article,researchgraph.com/orcid/0000-0002-8385-1550_works_89616532
"Brighter nights and darker days predict higher mortality risk: A prospective analysis of personal light exposure in &gt;88,000 individuals",2024,Sean Cain,10.1073/pnas.2405924121,journal-article,researchgraph.com/orcid/0000-0002-8385-1550_works_173598202
Annual variation in attentional response after methylphenidate treatment,2020,Sean Cain,10.1007/s00787-019-01434-1,journal-article,researchgraph.com/orcid/0000-0002-8385-1550_works_131792180
The Role of Light Sensitivity and Intrinsic Circadian Period in Predicting Individual Circadian Timing.,2020,Sean Cain,10.1177/0748730420962598,journal-article,researchgraph.com/orcid/0000-0002-8385-1550_works_89616552
Irregular sleep-wake patterns in older adults with current or remitted depression.,2020,Sean Cain,10.1016/j.jad.2020.12.034,journal-article,researchgraph.com/orcid/0000-0002-8385-1550_works_90315807
Attitudes Towards Sleep as a Time Commitment are Associated with Sleep Regularity.,2021,Sean Cain,10.1080/15402002.2020.1860989,journal-article,researchgraph.com/orcid/0000-0002-8385-1550_works_89616522
Neurobiological and behavioral mechanisms of circadian rhythm disruption in bipolar disorder: A critical multi-disciplinary literature review and agenda for future research from the ISBD task force on chronobiology,2022,Sean Cain,10.1111/bdi.13165,journal-article,researchgraph.com/orcid/0000-0002-8385-1550_works_131792185
Circadian disruption impairs fear extinction and memory of conditioned safety in mice.,2020,Sean Cain,10.1016/j.bbr.2020.112788,journal-article,researchgraph.com/orcid/0000-0002-8385-1550_works_89616537
Sleep and circadian instability in delayed sleep-wake phase disorder.,2020,Sean Cain,10.5664/jcsm.8516,journal-article,researchgraph.com/orcid/0000-0002-8385-1550_works_89616528
Relationship between Sleep and Hedonic Appetite in Shift Workers.,2020,Sean Cain,10.3390/nu12092835,journal-article,researchgraph.com/orcid/0000-0002-8385-1550_works_89616530
Relationship between sleep and hedonic appetite in shift workers,2020,Sean Cain,10.3390/nu12092835,journal-article,researchgraph.com/orcid/0000-0002-8385-1550_works_131792174
"Personal light exposure patterns and incidence of type 2 diabetes: analysis of 13 million hours of light sensor data and 670,000 person-years of prospective observation",2024,Sean Cain,10.1016/j.lanepe.2024.100943,journal-article,researchgraph.com/orcid/0000-0002-8385-1550_works_161019334
Blue light influences negative thoughts of self,2025,Sean Cain,10.1093/sleep/zsaf034,journal-article,researchgraph.com/orcid/0000-0002-8385-1550_works_178856916
Psychotherapeutic skills training for nurses on an acute aged mental health unit: A mixed-method design,2019,Sunil Bhar,10.1111/inm.12555,journal-article,researchgraph.com/orcid/0000-0001-9260-7368_works_97131313
Development and validation of the Gestalt Therapy Fidelity Scale,2020,Sunil Bhar,10.1080/10503307.2019.1571688,journal-article,researchgraph.com/orcid/0000-0001-9260-7368_works_97131296
The impact of telephone-delivered cognitive behaviour therapy and befriending on mood disorders in people with chronic obstructive pulmonary disease: A randomized controlled trial,2017,Sunil Bhar,10.1111/bjhp.12245,journal-article,researchgraph.com/orcid/0000-0001-9260-7368_works_97131297
L'échelle de fidélité de la Gestalt-thérapie,2018,Sunil Bhar,10.3917/gest.ns02.0033,journal-article,researchgraph.com/orcid/0000-0001-9260-7368_works_97131298
A randomized controlled trial examining the impact of aged care residents' written life-stories on aged care staff knowledge and attitudes,2018,Sunil Bhar,10.1017/S1041610217002800,journal-article,researchgraph.com/orcid/0000-0001-9260-7368_works_97131302
Introduction of a university-based counselling service for older adults,2014,Sunil Bhar,10.1111/ajag.12114,journal-article,researchgraph.com/orcid/0000-0001-9260-7368_works_32584487
The self-concept: Theory and research,2016,Sunil Bhar,10.1017/9781139941297.003,book-chapter,researchgraph.com/orcid/0000-0001-9260-7368_works_97131292
Study protocol for a randomized controlled trial of telephone-delivered cognitive behavior therapy compared with befriending for treating depression and anxiety in older adults with COPD,2016,Sunil Bhar,10.2147/COPD.S100859,journal-article,researchgraph.com/orcid/0000-0001-9260-7368_works_32584468
The self in understanding and treating psychological disorders,2016,Sunil Bhar,10.1017/9781139941297,book,researchgraph.com/orcid/0000-0001-9260-7368_works_97131293
Future directions in examining the self in psychological disorders,2016,Sunil Bhar,10.1017/CBO9781139941297.024,book-chapter,researchgraph.com/orcid/0000-0001-9260-7368_works_97131291
Brief reminiscence intervention improves affect and pessimism in non-clinical individuals: A pilot study,2016,Sunil Bhar,10.1111/cp.12068,journal-article,researchgraph.com/orcid/0000-0001-9260-7368_works_32584482
A clinician's quick guide of evidence-based approaches: Psychological treatments for depression and anxiety with older adults living in residential aged care facilities,2020,Sunil Bhar,10.1111/cp.12229,journal-article,researchgraph.com/orcid/0000-0001-9260-7368_works_97131303
"Antenatal Care Visits, Institutional Births, and Associated Risk Factors in Afghanistan: Insights from the Multiple Indicator Cluster Survey 2022‐2023",2025,Sunil Bhar,10.1111/jmwh.13666,journal-article,researchgraph.com/orcid/0000-0001-9260-7368_works_163528354
Developing and implementing a Digital Stories programme in nursing homes: a qualitative process evaluation,2024,Sunil Bhar,10.1017/S0144686X24000424,journal-article,researchgraph.com/orcid/0000-0001-9260-7368_works_172501686
The prevalence and correlates of depression and anxiety symptoms in older adults receiving in‐home aged care: A cross‐sectional survey,2025,Sunil Bhar,10.1111/ajag.13396,journal-article,researchgraph.com/orcid/0000-0001-9260-7368_works_177974075
Stressors and Life Satisfaction in Older Adults: The Moderating Role of Self-Efficacy,2025,Sunil Bhar,10.1177/00914150251317441,journal-article,researchgraph.com/orcid/0000-0001-9260-7368_works_177903913
Relationship between care networks and happiness in older immigrants in Australia,2025,Sunil Bhar,10.1111/ajag.70022,journal-article,researchgraph.com/orcid/0000-0001-9260-7368_works_183078389
Support groups for family members of older adults in residential aged care: A pilot feasibility study,2025,Sunil Bhar,10.1111/ajag.13397,journal-article,researchgraph.com/orcid/0000-0001-9260-7368_works_175554814
